work_id,Hon'ble Members of Parliament,State,action_type,assigned_to,priority_score,data_confidence,fraud_reason,queue_type
WS/MP18380/2024-2025/151766,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151767,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151768,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151769,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151770,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151771,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151772,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151773,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151774,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151775,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151777,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151778,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151742,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151743,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151744,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151745,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151746,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18380/2024-2025/151747,VINOD KUMAR BIND,Uttar Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP641/2024-2025/133919,Gajendra Singh Patel,Madhya Pradesh,Inspect,District Authority,25.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153379,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153378,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153377,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153376,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153375,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153374,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153373,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153372,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153370,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/149248,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153371,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/149249,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153380,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153381,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153382,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153383,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153384,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153385,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153388,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153387,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153386,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153401,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153402,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/149240,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/149239,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153368,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/149238,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/149237,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/149236,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP582/2024-2025/147393,Prabhubhai Nagarbhai Vasava,Gujarat,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153400,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153399,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153398,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153397,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/149247,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/149246,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/149245,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/149244,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/149242,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/149243,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/149241,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/144936,Arvind Dharmapuri,Telangana,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153369,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153367,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153418,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153392,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153393,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153394,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153395,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153396,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153389,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153390,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153391,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153421,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153419,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18183/2025-2026/140775,MURASOLI S,Tamil Nadu,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153420,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP386/2024-2025/145032,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP381/2024-2025/153020,Shri Gurjeet Singh Aujla,Punjab,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153403,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153404,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153405,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153406,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153407,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153408,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153409,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153410,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153411,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153412,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153413,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153414,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153415,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153416,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18214/2024-2025/153417,JITENDRA KUMAR DOHARE,Uttar Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18328/2024-2025/148543,Kangana Ranaut,Himachal Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18328/2024-2025/148531,Kangana Ranaut,Himachal Pradesh,Inspect,District Authority,25.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP423/2024-2025/138271,Shri Abhishek Banerjee,West Bengal,Inspect,District Authority,25.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP423/2024-2025/138267,Shri Abhishek Banerjee,West Bengal,Inspect,District Authority,25.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18238/2024-2025/145040,RAMASHANKAR RAJBHAR,Uttar Pradesh,Inspect,District Authority,25.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18238/2024-2025/145041,RAMASHANKAR RAJBHAR,Uttar Pradesh,Inspect,District Authority,25.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18238/2024-2025/145039,RAMASHANKAR RAJBHAR,Uttar Pradesh,Inspect,District Authority,25.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18238/2024-2025/145042,RAMASHANKAR RAJBHAR,Uttar Pradesh,Inspect,District Authority,25.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18153/2024-2025/141971,SHER SINGH GHUBAYA,Punjab,Inspect,District Authority,25.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18238/2024-2025/145046,RAMASHANKAR RAJBHAR,Uttar Pradesh,Inspect,District Authority,25.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18238/2024-2025/145043,RAMASHANKAR RAJBHAR,Uttar Pradesh,Inspect,District Authority,25.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18238/2024-2025/145045,RAMASHANKAR RAJBHAR,Uttar Pradesh,Inspect,District Authority,25.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18238/2024-2025/145049,RAMASHANKAR RAJBHAR,Uttar Pradesh,Inspect,District Authority,25.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18238/2024-2025/145038,RAMASHANKAR RAJBHAR,Uttar Pradesh,Inspect,District Authority,25.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18238/2024-2025/145048,RAMASHANKAR RAJBHAR,Uttar Pradesh,Inspect,District Authority,25.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18153/2024-2025/135265,SHER SINGH GHUBAYA,Punjab,Inspect,District Authority,25.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP799/2024-2025/154650,Pankaj Chowdhary,Uttar Pradesh,Inspect,District Authority,25.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18153/2024-2025/135264,SHER SINGH GHUBAYA,Punjab,Inspect,District Authority,25.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18153/2024-2025/141973,SHER SINGH GHUBAYA,Punjab,Inspect,District Authority,25.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18205/2024-2025/148334,SANATAN PANDEY,Uttar Pradesh,Inspect,District Authority,25.0,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18205/2024-2025/148336,SANATAN PANDEY,Uttar Pradesh,Inspect,District Authority,25.0,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18039/2024-2025/152021,RAJESH VERMA,Bihar,Inspect,District Authority,25.0,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18138/2024-2025/149618,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,25.0,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18205/2024-2025/148335,SANATAN PANDEY,Uttar Pradesh,Inspect,District Authority,25.0,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP453/2024-2025/153886,Saptagiri Sankar Ulaka,Odisha,Inspect,District Authority,24.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/146612,Arvind Dharmapuri,Telangana,Inspect,District Authority,24.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP453/2024-2025/153901,Saptagiri Sankar Ulaka,Odisha,Inspect,District Authority,24.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP453/2024-2025/152908,Saptagiri Sankar Ulaka,Odisha,Inspect,District Authority,24.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP453/2024-2025/153885,Saptagiri Sankar Ulaka,Odisha,Inspect,District Authority,24.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18153/2024-2025/137291,SHER SINGH GHUBAYA,Punjab,Inspect,District Authority,24.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18032/2024-2025/143626,SUDHAKAR SINGH,Bihar,Inspect,District Authority,24.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135425,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135412,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2025-2026/147504,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135406,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135420,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135417,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135416,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135418,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135419,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135422,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135423,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2025-2026/135815,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135428,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135430,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135431,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135424,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135413,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135410,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135408,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/135407,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP812/2024-2025/147494,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18188/2024-2025/149986,KONDA VISHWESHWAR REDDY,Telangana,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
